"","ResponseId","Progress","Duration (in seconds)","participation","gender","age","education","occupation","city_size","license","duration_license","car_ownership","car_type","km_per year","frequency","companionship","preferences_mobility_3","preferences_mobility_1","preferences_mobility_5","preferences_mobility_6","preferences_mobility_7","preferences_mobility_4","preferences_mobility_2","preferences_mobility_8","preferences_mobility_8_TEXT","prior_knowledge","experience","evaluation_1","evaluation_2","evaluation_3","evaluation_4","evaluation_why_1","evaluation_why_2","evaluation_why_3","evaluation_why_4","evaluation_why_5","evaluation_why_6_n","evaluation_why_n_1","evaluation_why_n_2","evaluation_why_n_3","evaluation_why_n_4","evaluation_why_n_5","car_choice","concern_dest","impact_dest","prob_dest","concern_charging","impact_charging","prob_charging_n","concern_time","impact_time","prob_time","concern_accident","impact_accident","prob_accident","concern_price","impact_price","prob_price","concern_support","impact_support","prob_support","worry_ev_1","worry_ev_2","worry_ev_3","worry_ev_4","worry_ev_5","worry_ev_6","worry_ev_6_TEXT","control_question","n_control_reading","control_neutral","driving_climate_1","driving_climate_2_n","driving_climate_3","driving_climate_4_n","ev_attitude_1","ev_attitude_2","ev_attitude_3","personality_1_n","personality_2","personality_3_n","personality_4","tech_interaction_1","tech_interaction_2","tech_interaction_3_n","tech_interaction_4","tech_interaction_5","tech_interaction_6_n","tech_interaction_7","tech_interaction_8_n","tech_interaction_9","2concern_dest","2impact_dest","2prob_dest","2concern_charging","2impact_charging","2prob_charging","2concern_time","2impact_time","2prob_time","2concern_accident","2impact_accident","2prob_accident","2concern_price","2impact_price","2prob_price","2concern_support","2impact_support","2prob_support","2worry_ev_1","2worry_ev_2","2worry_ev_3","2worry_ev_4","2worry_ev_5","2worry_ev_6","2worry_ev_6_TEXT","careless_speed","speeder_flag","careless_longstr","careless_avgstr","careless_irv","careless_psychsyn_pairs","careless_psychsyn","careless_psychant_pairs","careless_psychant","careless_mahadD","careless_mahadflag","Evaluation","Evaluation_Why","Evaluation_Why_n","Dest","Charging","Time","Accident","Price","Support","Driving_Climate","EV_Attitude","Personality_neuro","Tech_Interaction","Dest_2","Charging_2","Time_2","Accident_2","Price_2","Support_2","framing"
"154","R_3kvUTJow1EFTzFB",100,898,1,"weiblich",23,"(Fach-)Hochschulabschluss","Student:in","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",1,1,"10.001 km bis 15.000 km","Täglich",1,7,1,4,5,3,6,2,8,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",6,5,1,1,6,4,3,3,5,1,4,4,2,4,5,1,2,3,3,3,4,3,3,2,3,2,5,2,4,3,3,3,3,2,4,2,1,5,3,6,NA,NA,1,NA,6,2,3,3,1,1,1,4,4,2,2,6,6,3,4,4,2,5,5,4,3,5,3,4,5,3,3,2,3,2,5,2,4,4,3,4,4,3,3,2,1,5,4,6,NA,898,FALSE,4,1.3921568627451,1.35507633883039,81,0.49750963816786,13,-0.496846492946298,0,FALSE,5.75,4.5,3.8,2.66666666666667,3.33333333333333,2.66666666666667,3,3.33333333333333,2.66666666666667,4.5,1,3.5,4.44444444444444,3.66666666666667,4,2.66666666666667,3,3.66666666666667,3.66666666666667,"negativ"
"156","R_3MDVlYKXJOwXKT5",100,791,1,"weiblich",53,"(Fach-)Hochschulabschluss","Voll berufstätig","5.000 - 20.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,1,"mehr als 20.001 km","Täglich",2,5,3,6,7,1,2,4,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin einmal mit einem E-Auto gefahren.",4,4,3,1,2,2,2,2,2,3,5,4,1,1,5,3,3,4,3,3,5,3,4,3,6,2,6,2,2,5,2,3,3,2,4,1,3,5,2,6,NA,NA,1,NA,5,4,2,2,1,1,1,3,4,3,2,5,5,3,5,4,3,4,5,4,2,4,2,2,4,3,3,4,7,2,4,2,2,5,2,2,4,2,4,1,3,5,2,6,NA,791,FALSE,5,1.36538461538462,1.36170639508604,81,0.630620834996102,13,0.0740834074167778,0,FALSE,4.5,2.33333333333333,3.2,3.33333333333333,3.66666666666667,4.33333333333333,3.33333333333333,3,2.66666666666667,3.75,1,3,4.11111111111111,2.66666666666667,3,4.66666666666667,2.66666666666667,3,2.66666666666667,"negativ"
"158","R_3nilKzWSJKWiIjf",100,1812,1,"weiblich",56,"(Fach-)Abitur","Voll berufstätig","100.000 - 500.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein & Kraftfahrzeug-Führerschein","Seit mehr als 10 Jahren",1,1,"mehr als 20.001 km","Täglich",2,6,3,1,2,4,7,5,8,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",4,4,2,2,4,5,5,5,3,2,3,2,2,1,2,1,1,2,2,2,1,2,2,2,3,2,2,3,4,3,4,3,3,4,1,3,2,5,4,6,NA,NA,1,NA,6,1,5,1,1,1,1,1,4,5,1,5,5,2,5,5,2,4,3,4,1,2,2,2,2,2,2,2,6,2,3,2,2,3,4,4,3,4,1,2,3,5,4,6,NA,1812,FALSE,7,1.61363636363636,1.3924522955725,81,0.787691486260347,13,-0.870569591785409,0,FALSE,4.5,4.5,2,1.66666666666667,1.66666666666667,2.33333333333333,2.33333333333333,3.66666666666667,3.33333333333333,5.75,1,1.5,4.66666666666667,1.66666666666667,2,3.33333333333333,2.33333333333333,3,3.66666666666667,"negativ"
"159","R_3NX26iNnSKvM1dE",100,1144,1,"weiblich",51,"(Fach-)Hochschulabschluss","Voll berufstätig","5.000 - 20.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein & Kraftfahrzeug-Führerschein","Seit mehr als 10 Jahren",1,1,"15.001 km bis 20.000 km","Mehrmals in der Woche",3,7,5,4,1,2,3,6,8,NA,"Ich könnte ihre Funktionsweise im Detail erklären.","Ich bin einmal mit einem E-Auto gefahren.",4,5,2,1,4,4,4,4,4,3,2,3,2,2,3,4,2,2,1,1,2,2,2,1,4,3,2,2,3,2,2,2,2,2,1,2,4,5,3,6,NA,NA,1,NA,5,2,5,2,1,2,3,2,2,5,2,6,6,2,5,4,2,6,2,5,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,3,2,2,2,1,4,5,3,6,NA,1144,FALSE,8,1.65116279069767,1.35017827210322,81,0.858869272493121,13,-0.912248304847408,0,FALSE,5,4,2.4,1.66666666666667,1.66666666666667,2.33333333333333,2.33333333333333,2.33333333333333,2,5,2,2,5.22222222222222,2,2,3.33333333333333,2,2,2.33333333333333,"negativ"
"160","R_3Ny5udkiuOGYc0b",100,1716,1,"männlich",55,"(Fach-)Abitur","Hausmann / Hausfrau und / oder versorge Kinder / pflegebedürftige Personen","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,2,"bis 5.000 km","Mehrmals in der Woche",1,5,3,7,6,1,4,2,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",5,5,2,2,5,4,5,3,3,2,2,5,2,2,5,2,1,3,2,3,3,3,3,2,4,3,5,3,3,3,3,3,3,3,1,2,4,5,3,6,NA,NA,1,NA,6,1,4,2,3,2,2,4,5,3,4,4,4,3,4,4,3,4,3,4,2,3,3,3,3,3,4,3,5,3,5,6,3,3,3,4,3,3,1,2,3,5,4,6,NA,1716,FALSE,6,1.54347826086957,1.1104621983642,81,0.510616467190021,13,-0.379760303482166,0,FALSE,5,4.16666666666667,3.2,2,3,3,3.66666666666667,3,3,5.25,2.33333333333333,4,4,2.66666666666667,3,4,4.66666666666667,3,3.33333333333333,"negativ"
"169","R_3RfKKE9pMn7k942",100,1172,1,"männlich",21,"(Fach-)Abitur","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",3,NA,"bis 5.000 km","Mehrmals im Jahr",2,2,1,6,4,5,7,3,8,"Lastenräder","Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",6,6,4,4,6,3,4,3,4,3,3,4,3,3,3,5,4,2,2,4,2,3,4,2,3,4,2,2,5,2,3,3,2,2,3,2,4,6,5,1,"Batterienmüll",NA,1,NA,4,2,5,2,4,3,3,3,5,3,3,1,3,5,4,3,5,3,5,5,4,2,4,4,2,4,4,2,3,4,2,2,4,2,2,3,2,2,3,2,4,6,5,1,"Umweltmüll",1172,FALSE,3,1.26785714285714,1.1693108161131,81,0.427412760538666,13,-0.390410114155982,0,FALSE,4.5,4,3.2,2.66666666666667,3,3,2.66666666666667,3.33333333333333,2.33333333333333,4.75,3.33333333333333,3.5,2.77777777777778,3.33333333333333,3.33333333333333,3,2.66666666666667,2.66666666666667,2.33333333333333,"negativ"
"175","R_3WrMlDzxkLOAq1X",100,935,1,"männlich",22,"(Fach-)Hochschulabschluss","Student:in","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",1,2,"10.001 km bis 15.000 km","Täglich",1,1,6,5,4,7,2,3,8,NA,"Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich habe keine Erfahrung mit E-Autos.",2,4,2,2,2,2,1,1,2,5,6,4,2,5,6,3,5,4,4,5,5,5,4,3,5,2,4,2,4,6,4,3,3,3,4,1,2,5,3,6,NA,NA,1,NA,5,3,3,3,5,2,2,4,4,3,5,2,2,5,2,4,6,1,5,3,5,5,5,5,5,5,4,3,7,3,5,2,5,6,2,4,3,2,3,1,2,5,4,6,NA,935,FALSE,6,1.33962264150943,1.43809455253435,81,0.369254661113034,13,-0.451399773466817,0,FALSE,4,1.66666666666667,4.6,4.33333333333333,5,4,2.66666666666667,4.66666666666667,3,4,3,4.5,2.11111111111111,5,5,4.66666666666667,3.33333333333333,4.33333333333333,3,"negativ"
"176","R_5iorCSPlKAQyMNP",100,654,1,"weiblich",25,"(Fach-)Hochschulabschluss","Teilweise berufstätig","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",3,NA,"5.001 km bis 10.000 km","Mehrmals in der Woche",1,2,1,5,3,4,7,6,8,NA,"Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",6,6,1,1,4,6,4,1,5,1,1,1,2,1,6,3,4,5,4,3,6,5,5,4,6,1,6,1,6,5,6,4,5,5,1,2,3,5,4,6,NA,NA,1,NA,5,1,5,1,1,1,1,4,6,5,3,4,4,4,1,1,6,3,6,4,3,4,3,4,5,3,5,4,5,1,6,1,6,5,6,6,5,6,1,2,3,5,4,6,NA,654,FALSE,4,1.20338983050847,1.8738695695168,81,0.751567454650201,13,-0.696709483804941,0,FALSE,6,4.33333333333333,2.2,4.33333333333333,4.66666666666667,5,2.66666666666667,5.66666666666667,4.66666666666667,5.5,1,2.5,2.44444444444444,3.33333333333333,4,4.66666666666667,2.66666666666667,5.66666666666667,5.66666666666667,"negativ"
"181","R_BM0qE2mMDnmQ5jP",100,1304,1,"weiblich",25,"(Fach-)Hochschulabschluss","Voll berufstätig","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",1,2,"5.001 km bis 10.000 km","Täglich",1,1,5,4,3,8,7,6,2,"Traktor","Ich könnte ihre Funktionsweise im Detail erklären.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",3,4,4,4,3,3,2,4,3,3,3,3,2,5,2,3,6,6,2,6,6,1,4,3,3,2,1,1,1,2,2,6,1,2,5,2,3,6,4,1,"Energieerzeugung",NA,1,NA,6,3,1,1,1,3,1,2,1,4,1,6,4,1,3,3,3,4,5,5,6,6,2,6,6,1,1,1,1,4,4,7,1,2,1,1,1,2,1,2,3,4,5,6,NA,1304,FALSE,4,1.57777777777778,1.80888078364523,81,0.243968515140297,13,0.439512343162842,0,FALSE,3.25,3.16666666666667,3,4.66666666666667,4.33333333333333,3.33333333333333,1.33333333333333,1.66666666666667,3,4.25,1.66666666666667,2,4.11111111111111,4.66666666666667,4.33333333333333,1,5,1.33333333333333,1.33333333333333,"negativ"
"182","R_bpfshItzXl5xfm9",100,1302,1,"männlich",21,"(Fach-)Abitur","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",2,NA,"bis 5.000 km","Mehrmals im Monat",2,3,1,4,5,6,7,2,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",4,4,2,2,5,3,3,4,2,2,5,4,2,4,5,3,4,5,4,5,5,5,5,4,5,2,5,2,5,3,6,4,2,5,1,4,3,5,2,6,NA,NA,1,NA,5,2,5,2,2,2,2,5,4,2,4,3,4,2,4,2,4,2,5,3,4,5,4,5,5,5,4,4,6,3,4,2,4,3,6,4,3,6,1,4,3,5,2,6,NA,1302,FALSE,4,1.22413793103448,1.24111750886347,81,0.630247647842558,13,-0.460131358645194,0,FALSE,4.5,3.66666666666667,4,4.33333333333333,5,4.66666666666667,3,4.66666666666667,3.66666666666667,5,2,4.5,3.11111111111111,4.33333333333333,5,4.66666666666667,3,4.33333333333333,4.33333333333333,"negativ"
"186","R_C1ZFKVDIYptMSqJ",100,838,1,"männlich",21,"(Fach-)Hochschulabschluss","Student:in","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",2,NA,NA,"Mehrmals im Jahr",2,4,1,7,5,6,2,3,8,NA,"Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich habe keine Erfahrung mit E-Autos.",6,5,2,1,5,5,5,3,4,1,1,2,1,2,5,2,2,3,3,2,4,1,3,2,3,1,5,3,4,2,4,3,4,4,1,2,5,3,4,6,NA,NA,1,NA,6,2,6,2,1,1,3,4,2,1,5,3,4,4,3,3,4,3,4,3,4,3,3,3,3,2,4,2,5,3,6,6,3,2,4,4,2,3,2,1,5,3,4,6,NA,838,FALSE,4,1.24561403508772,1.42413389465193,81,0.53907326963838,13,-0.725566179608542,0,FALSE,5.5,4.66666666666667,2.2,2.66666666666667,2.33333333333333,2.66666666666667,3,3.33333333333333,3.66666666666667,5.5,1.66666666666667,5.5,3.11111111111111,3.33333333333333,2.66666666666667,3.66666666666667,5,3,3,"negativ"
"188","R_dco3IDzqCDAiKTD",100,1293,1,"männlich",58,"(Fach-)Hochschulabschluss","Voll berufstätig","5.000 - 20.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,2,"5.001 km bis 10.000 km","Mehrmals in der Woche",1,4,6,2,3,7,8,5,1,"Laufen","Ich habe keine Kenntnisse über Elektrofahrzeuge.","Ich habe keine Erfahrung mit E-Autos.",3,3,2,2,3,3,5,5,3,5,5,5,5,5,5,3,5,3,4,3,2,2,3,2,5,1,2,2,3,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,4,3,4,3,3,5,2,4,3,3,2,2,5,2,2,5,5,5,3,3,2,2,3,2,2,2,1,5,2,2,2,2,2,2,2,2,2,5,2,1,6,3,4,NA,1293,FALSE,8,1.65116279069767,1.24120091449569,81,0.621757616820011,13,-0.423701713065901,0,FALSE,4,3.5,5,4,2.33333333333333,3.33333333333333,1.66666666666667,2.66666666666667,2.33333333333333,3.5,3.66666666666667,3.5,2.44444444444444,2.33333333333333,2.33333333333333,2.66666666666667,2,2,2,"negativ"
"189","R_DkjI2eejzUlZ7YR",100,1018,1,"männlich",23,"(Fach-)Hochschulabschluss","Student:in","> 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",3,NA,NA,"Mehrmals im Monat",2,2,4,8,7,6,3,5,1,"Carsharing-Auto","Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",4,4,2,1,2,4,1,2,2,1,5,5,2,4,5,3,4,4,3,3,5,3,5,4,6,3,6,3,5,4,5,6,5,5,2,4,5,6,3,1,"Beschaffung des Materials und das Material selbst",NA,1,NA,4,3,3,3,2,4,1,4,3,2,4,4,4,2,3,3,4,3,4,3,4,4,4,5,6,2,5,5,7,3,6,2,4,5,5,5,5,5,4,2,5,6,3,1,"Anschaffung des Materials und das Material selbst",1018,FALSE,4,1.29090909090909,1.36572961866701,81,0.495445811729593,13,0.341387757969386,0,FALSE,4.75,2.83333333333333,4.2,3.66666666666667,3.66666666666667,5,4,4.66666666666667,5.33333333333333,3.75,2.33333333333333,4.5,3.44444444444444,4,4.33333333333333,5.66666666666667,3.66666666666667,4.66666666666667,5,"negativ"
"191","R_eCCgS5rMrzoXIfD",100,819,1,"weiblich",22,"(Fach-)Abitur","Student:in","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",1,3,"15.001 km bis 20.000 km","Mehrmals in der Woche",1,2,1,5,4,3,8,7,6,"E-Scooter","Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich nutze aktuell ein E-Auto.",5,4,2,1,4,5,5,4,4,1,5,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,3,3,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,4,3,1,1,1,4,4,4,3,4,4,3,5,5,2,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,1,4,5,6,NA,819,FALSE,12,1.91891891891892,1.42478795051536,81,0.837653020994274,13,-0.539737460818354,0,FALSE,5,4.66666666666667,2.2,1,1,1,2.66666666666667,2.33333333333333,2.66666666666667,4.25,1,3,4.44444444444444,1,1,1,1,2,2.33333333333333,"negativ"
"192","R_egkf4T5G6MTcMdb",100,778,1,"männlich",20,"(Fach-)Abitur","Student:in","> 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",2,NA,"bis 5.000 km","Mehrmals im Monat",1,3,1,7,6,5,8,2,4,"zu fuß","Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",5,5,2,1,6,4,3,4,4,1,4,3,2,2,2,5,4,3,3,3,2,3,3,2,5,2,4,1,6,4,6,4,4,4,4,2,6,5,1,3,"woher der ganze Strom kommen soll - bis 2025 würden wir es sicherlich nicht schaffen so viel Solarstrom o.ä zu produzieren, dass alle EAutos damit angetrieben werden können",NA,1,NA,4,2,5,2,1,2,2,2,6,5,3,4,4,4,3,3,5,2,4,4,2,4,2,4,5,3,5,2,7,2,4,2,6,4,6,4,3,4,4,2,6,5,1,3,"Ausreichende Stromproduktion für alle E-Autos",778,FALSE,3,1.22413793103448,1.43203513842404,81,0.536822060479746,13,-0.591675165085094,0,FALSE,5.25,4.5,2.6,3.33333333333333,2.66666666666667,3.33333333333333,2.33333333333333,5.33333333333333,4,4.75,1.66666666666667,2.5,3.11111111111111,2.66666666666667,4,4.66666666666667,2.66666666666667,5.33333333333333,3.66666666666667,"negativ"
"193","R_ehuk7hwUyBZtw0V",100,3313,1,"männlich",32,"Realschulabschluss (Mittlere Reife)","Voll berufstätig","5.000 - 20.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",3,NA,"bis 5.000 km","Täglich",1,1,6,5,3,4,7,2,8,NA,"Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich habe keine Erfahrung mit E-Autos.",4,2,2,3,1,1,1,1,1,4,4,5,3,1,1,3,3,2,3,5,3,2,3,3,3,5,4,1,4,4,3,1,4,4,5,1,2,4,3,6,NA,NA,1,NA,2,6,1,6,1,4,3,2,4,5,2,2,2,5,5,2,1,6,2,3,4,4,4,4,5,2,3,2,5,4,4,2,3,3,3,1,4,5,5,1,2,4,3,6,NA,3313,FALSE,5,1.36538461538462,1.42769124023113,81,0.14400067400888,13,-0.719302276737951,0,FALSE,3.75,1.33333333333333,2.8,2.66666666666667,3.33333333333333,3,3.33333333333333,3.66666666666667,3,1.25,2.66666666666667,2,3.66666666666667,4,3.66666666666667,3.33333333333333,3.33333333333333,3,3.33333333333333,"negativ"
"204","R_RVnOjEIlB2fJalX",100,1599,1,"männlich",23,"(Fach-)Hochschulabschluss","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",1,2,"5.001 km bis 10.000 km","Mehrmals in der Woche",1,2,1,7,6,5,4,3,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",6,5,2,1,6,5,5,4,4,2,3,3,2,3,4,2,3,4,3,5,5,5,5,6,4,3,6,2,5,3,5,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,2,4,2,2,1,2,4,4,3,3,5,5,3,4,5,4,3,4,5,5,5,5,5,5,5,5,5,6,2,6,2,5,3,6,6,3,6,1,2,3,5,4,6,NA,1599,FALSE,9,1.36538461538462,1.41925533794512,81,0.664119770433154,13,-0.608730941947092,0,FALSE,5.5,4.83333333333333,3,3.33333333333333,5,5,3.66666666666667,4.33333333333333,5,5,1.66666666666667,3.5,4.11111111111111,5,5,5.33333333333333,3.33333333333333,4.66666666666667,5,"negativ"
"205","R_Rwy3mLGWIOyP4tz",100,6940,1,"männlich",23,"(Fach-)Hochschulabschluss","Student:in","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",1,3,"5.001 km bis 10.000 km","Mehrmals in der Woche",2,6,3,1,2,7,5,4,8,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich nutze aktuell ein E-Auto.",6,6,1,1,6,5,5,5,5,1,3,3,3,3,4,1,1,3,1,2,3,1,3,2,5,1,3,1,3,3,2,3,3,2,1,2,4,5,3,6,NA,NA,1,NA,5,2,4,2,1,1,2,4,6,3,4,3,4,4,4,3,4,3,4,5,1,3,1,1,3,1,3,2,6,1,4,1,3,3,3,3,4,3,1,2,3,5,4,6,NA,6940,FALSE,4,1.33962264150943,1.5311804131313,81,0.848728248296454,13,-0.396159961151335,0,FALSE,6,5.33333333333333,3.2,1.66666666666667,2,3.33333333333333,1.66666666666667,2.66666666666667,2.66666666666667,4.75,1.33333333333333,4,3.44444444444444,1.66666666666667,1.66666666666667,3.66666666666667,2,3,3.33333333333333,"negativ"
"218","R_W1YB32Lvf1tP5kZ",100,931,1,"männlich",57,"(Fach-)Hochschulabschluss","Teilweise berufstätig","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,2,"bis 5.000 km","Mehrmals in der Woche",1,5,1,2,3,4,8,7,6,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",6,6,2,1,6,5,6,5,5,1,1,1,1,4,4,1,1,2,1,2,3,2,2,2,4,1,4,1,4,2,5,3,3,4,1,2,3,5,4,6,NA,NA,1,NA,1,2,4,1,1,1,1,2,4,4,3,5,5,3,4,4,3,4,4,5,1,2,1,2,2,2,2,2,5,2,4,2,3,3,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,931,FALSE,5,1.44897959183673,1.54437468501069,81,0.877474872354501,13,-0.7320526250597,0,FALSE,5.75,5.5,2.2,1.33333333333333,2.33333333333333,2.66666666666667,2,3.66666666666667,3.33333333333333,4,1,3,4.22222222222222,1.33333333333333,2,3,2.66666666666667,3.33333333333333,3.33333333333333,"negativ"
"223","R_XoJoXGqsLy1gxVv",100,1262,1,"weiblich",22,"(Fach-)Hochschulabschluss","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Zwischen 5-10 Jahren",3,NA,"5.001 km bis 10.000 km","Mehrmals in der Woche",2,1,2,8,6,7,4,3,5,"E-Scooter","Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",5,3,1,1,5,5,4,6,3,1,2,2,1,1,1,3,1,6,1,1,1,1,1,3,1,1,5,1,4,1,4,3,6,3,2,3,5,6,4,1,NA,NA,1,NA,4,4,3,3,1,1,2,4,3,5,2,5,5,2,5,4,3,4,3,5,1,5,1,1,1,2,1,1,1,1,5,1,2,4,4,3,1,3,2,4,3,5,6,1,NA,1262,FALSE,5,1.36538461538462,1.66065167183106,81,0.605715086332486,13,-0.396265603140514,0,FALSE,5,4.83333333333333,1.4,2.66666666666667,1,1.66666666666667,2.33333333333333,3,4,3.5,1.33333333333333,2,4.55555555555556,2.33333333333333,1.33333333333333,1,2.33333333333333,3.33333333333333,2.33333333333333,"negativ"
"226","R_XZMBrWWEqVPbBvP",100,1126,1,"männlich",24,"(Fach-)Hochschulabschluss","Student:in","> 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",3,NA,"5.001 km bis 10.000 km","Mehrmals im Monat",2,4,3,6,7,1,5,2,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",5,5,3,3,5,4,5,4,5,1,3,2,2,3,3,2,1,3,2,2,4,1,2,2,3,1,5,1,1,2,2,1,1,2,4,2,1,5,3,6,NA,NA,1,NA,6,1,5,2,1,1,4,2,5,5,3,1,2,5,1,1,5,1,4,2,3,3,3,3,4,3,2,2,5,1,6,1,2,2,2,2,2,2,4,3,1,5,2,6,NA,1126,FALSE,5,1.3921568627451,1.52440464569271,81,0.732602529117062,13,-0.841234337412407,0,FALSE,4.5,4.83333333333333,2.6,2,2.33333333333333,2.33333333333333,2.33333333333333,1.66666666666667,1.33333333333333,5.5,2,2.5,1.66666666666667,3,3.33333333333333,3,2.66666666666667,2,2,"negativ"
"227","R_Y5D7UB1x70jtgA1",100,1433,1,"männlich",20,"(Fach-)Abitur","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",2,NA,"bis 5.000 km","Mehrmals im Jahr",1,5,4,1,3,2,7,6,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",5,5,2,1,6,2,2,3,4,1,4,2,2,5,3,3,4,4,4,5,4,4,4,3,4,3,5,3,4,3,4,4,4,3,3,2,1,5,4,6,NA,NA,1,NA,6,2,4,1,3,2,3,1,5,4,1,5,5,2,4,4,4,3,3,4,4,4,3,4,5,4,4,3,6,3,5,6,4,3,4,4,3,4,3,1,2,5,4,6,NA,1433,FALSE,3,1.33962264150943,1.25447439357716,81,0.47681596406572,13,-0.342939538230459,0,FALSE,5.25,3.83333333333333,3.2,4,4.33333333333333,3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,5.25,2.66666666666667,2,4.11111111111111,3.66666666666667,4.33333333333333,4.33333333333333,4.66666666666667,3.66666666666667,3.66666666666667,"negativ"
